case_number,report_date,report_month_year,occur_date,occur_time,address,neighborhood,council_district,custom_crime_against,custom_crime_category,crime_against,offense_category,offense_type,offense_count,lat,lon,x_coord,y_coord,data_year
26-901939,1/22/2026,January 2026,1/19/2026,1601,2500 BLOCK OF NE MARTIN LUTHER KING JR BLVD,Eliot,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.540665543,-122.661667839,7648308,690623,2026
26-901940,1/22/2026,January 2026,1/22/2026,1305,4800 BLOCK OF N WILLIAMS AVE,Humboldt,2,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,45.558197612,-122.666756815,7647176,697048,2026
26-901941,1/23/2026,January 2026,1/16/2026,1537,9800 BLOCK OF SE WASHINGTON ST,Hazelwood,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.518282661,-122.561811436,7673676,681796,2026
26-901942,1/23/2026,January 2026,1/23/2026,1424,6300 BLOCK OF N LOMBARD ST,University Park,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.585250451,-122.731727881,7630813,707361,2026
26-901943,1/23/2026,January 2026,1/23/2026,1633,5300 BLOCK OF NE 33RD AVE,Concordia,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.561411214,-122.630595238,7656466,697973,2026
26-901944,1/23/2026,January 2026,1/23/2026,1532,6400 BLOCK OF N INTERSTATE AVE,Arbor Lodge,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.569526400,-122.681974962,7643391,701282,2026
26-901945,1/23/2026,January 2026,1/20/2026,1729,3400 BLOCK OF N WILLIAMS AVE,Eliot,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.547860108,-122.666729191,7647082,693280,2026
26-901946,1/23/2026,January 2026,1/23/2026,214,6400 BLOCK OF N INTERSTATE AVE,Arbor Lodge,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.569526400,-122.681974962,7643391,701282,2026
26-901948,1/23/2026,January 2026,1/20/2026,1917,1800 BLOCK OF N TOMAHAWK ISLAND DR,Hayden Island,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.613395822,-122.685501002,7642921,717296,2026
26-901949,1/23/2026,January 2026,1/23/2026,1625,10200 BLOCK OF NE SANDY BLVD,Parkrose,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.559117215,-122.557245642,7675225,696650,2026
26-901951,1/23/2026,January 2026,11/25/2025,1435,10400 BLOCK OF SE MARTINS ST,Lents,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.478379349,-122.555570577,7674905,667211,2026
26-901952,1/23/2026,January 2026,1/23/2026,1312,6400 BLOCK OF N INTERSTATE AVE,Arbor Lodge,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.569526400,-122.681974962,7643391,701282,2026
26-901953,1/23/2026,January 2026,1/23/2026,1421,3400 BLOCK OF N WILLIAMS AVE,Eliot,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.547860108,-122.666729191,7647082,693280,2026
26-901954,1/23/2026,January 2026,1/20/2026,1928,3400 BLOCK OF N WILLIAMS AVE,Eliot,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.547860108,-122.666729191,7647082,693280,2026
26-901955,1/23/2026,January 2026,1/21/2026,1930,1500 BLOCK OF N TOMAHAWK ISLAND DR,Hayden Island,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.612330700,-122.683364557,7643457,716893,2026
26-901956,1/23/2026,January 2026,1/23/2026,1420,10100 BLOCK OF SE WASHINGTON ST,Hazelwood,1,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,45.518296519,-122.558896652,7674423,681782,2026
26-901957,1/23/2026,January 2026,1/23/2026,953,1800 BLOCK OF N TOMAHAWK ISLAND DR,Hayden Island,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.613395822,-122.685501002,7642921,717296,2026
26-901958,1/23/2026,January 2026,1/23/2026,1316,6400 BLOCK OF N INTERSTATE AVE,Arbor Lodge,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.569526400,-122.681974962,7643391,701282,2026
26-901959,1/23/2026,January 2026,1/20/2026,1800,4000 BLOCK OF SE HAWTHORNE BLVD,Richmond,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.511997950,-122.620698701,7658527,679896,2026
26-901960,1/23/2026,January 2026,1/19/2026,2051,4000 BLOCK OF SE HAWTHORNE BLVD,Richmond,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.511997950,-122.620698701,7658527,679896,2026
26-901961,1/23/2026,January 2026,11/1/2025,1525,9100 BLOCK OF SE STARK ST,Montavilla,3,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,45.519028088,-122.569640036,7671677,682119,2026
26-901962,1/23/2026,January 2026,1/23/2026,1740,5400 BLOCK OF SE 82ND AVE,Lents,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.483169790,-122.578880209,7668973,669110,2026
26-901963,1/23/2026,January 2026,1/23/2026,1016,6400 BLOCK OF N INTERSTATE AVE,Arbor Lodge,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.569526400,-122.681974962,7643391,701282,2026
26-901964,1/23/2026,January 2026,1/22/2026,2300,100 BLOCK OF NW DAVIS ST,Old Town/Chinatown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.524613943,-122.671919382,7645525,684843,2026
26-901966,1/22/2026,January 2026,1/20/2026,1300,700 BLOCK OF SE 9TH AVE,Buckman West,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.517571051,-122.656620535,7649376,682171,2026
26-901967,1/22/2026,January 2026,1/22/2026,335,1700 BLOCK OF SW COLUMBIA ST,Goose Hollow,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.517398771,-122.692109446,7640281,682353,2026
26-90197,3/29/2026,March 2026,3/29/2026,1830,4700 BLOCK OF SW SLAVIN RD,South Portland,4,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.489102072,-122.680918388,7642870,671962,2026
26-901970,1/20/2026,January 2026,1/15/2026,1253,3800 BLOCK OF S BOND AVE,South Portland,4,Property,Burglary,Property,Burglary,Burglary,1,45.495354085,-122.670972303,7645481,674172,2026
26-901971,1/20/2026,January 2026,1/20/2026,1400,16000 BLOCK OF SE DIVISION ST,Centennial,1,Property,Burglary,Property,Burglary,Burglary,1,45.504576471,-122.497802324,7689954,676388,2026
26-901972,1/20/2026,January 2026,1/20/2026,318,300 BLOCK OF SW 4TH AVE,Downtown,4,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.520844489,-122.675237137,7644638,683492,2026
26-901973,1/24/2026,January 2026,1/21/2026,1422,6300 BLOCK OF N LOMBARD ST,University Park,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.585250451,-122.731727881,7630813,707361,2026
26-901974,1/24/2026,January 2026,1/21/2026,1925,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
26-901975,1/24/2026,January 2026,1/23/2026,1110,3400 BLOCK OF N WILLIAMS AVE,Eliot,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.547860108,-122.666729191,7647082,693280,2026
26-901976,1/24/2026,January 2026,1/21/2026,1845,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
26-901977,1/24/2026,January 2026,1/13/2026,1919,4000 BLOCK OF SE HAWTHORNE BLVD,Richmond,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.511997950,-122.620698701,7658527,679896,2026
26-901978,1/24/2026,January 2026,1/22/2026,2134,6300 BLOCK OF N LOMBARD ST,University Park,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.585250451,-122.731727881,7630813,707361,2026
26-901979,1/24/2026,January 2026,1/21/2026,1856,3400 BLOCK OF N WILLIAMS AVE,Eliot,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.547860108,-122.666729191,7647082,693280,2026
26-901981,1/23/2026,January 2026,1/23/2026,1910,NW DAVIS ST / NW 14TH AVE,Pearl,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.524332139,-122.685191279,7642122,684832,2026
26-901982,1/24/2026,January 2026,1/23/2026,1145,1100 BLOCK OF NW EVERETT ST,Pearl,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.525131172,-122.682704412,7642767,685106,2026
26-901983,1/23/2026,January 2026,1/23/2026,1630,9400 BLOCK OF NE CASCADES PKWY,Other,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.575903827,-122.565722382,7673211,702824,2026
26-901985,1/24/2026,January 2026,1/24/2026,201,8100 BLOCK OF N GLOUCESTER AVE,Portsmouth,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.584287771,-122.721788611,7633347,706940,2026
26-901987,1/23/2026,January 2026,1/22/2026,1427,6300 BLOCK OF N LOMBARD ST,University Park,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.585250451,-122.731727881,7630813,707361,2026
26-901988,1/23/2026,January 2026,1/22/2026,1721,6400 BLOCK OF N INTERSTATE AVE,Arbor Lodge,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.569526400,-122.681974962,7643391,701282,2026
26-901989,1/23/2026,January 2026,1/22/2026,1745,7100 BLOCK OF SW OLESON RD,Other,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.468395776,-122.750126418,7624918,664902,2026
26-901990,1/23/2026,January 2026,1/21/2026,2000,SE 116TH AVE / SE BOISE ST,Powellhurst-Gilbert,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.491808808,-122.543449014,7678137,672027,2026
26-901991,1/23/2026,January 2026,1/15/2026,1648,4000 BLOCK OF SE HAWTHORNE BLVD,Richmond,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.511997950,-122.620698701,7658527,679896,2026
26-901993,1/23/2026,January 2026,1/23/2026,645,6300 BLOCK OF N DETROIT AVE,Arbor Lodge,2,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.568642125,-122.688659756,7641671,701006,2026
26-901994,1/23/2026,January 2026,1/21/2026,1200,1200 BLOCK OF SW ALDER ST,Downtown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.521319646,-122.684322056,7642315,683728,2026
26-901996,1/23/2026,January 2026,1/22/2026,800,NW DAVIS ST / NW 18TH AVE,Northwest,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.524254556,-122.689267170,7641077,684832,2026
26-901998,1/23/2026,January 2026,1/21/2026,2000,SE 116TH AVE / SE BOISE ST,Powellhurst-Gilbert,1,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.491808808,-122.543449014,7678137,672027,2026
26-901999,1/23/2026,January 2026,1/22/2026,2230,1500 BLOCK OF NW NAITO PKWY,Pearl,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.534446321,-122.682395017,7642938,688499,2026
26-902000,1/23/2026,January 2026,1/23/2026,1720,800 BLOCK OF SW 14TH AVE,Goose Hollow,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.520117478,-122.686797112,7641669,683307,2026
26-902001,1/22/2026,January 2026,1/14/2026,1930,6400 BLOCK OF N INTERSTATE AVE,Arbor Lodge,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.569526400,-122.681974962,7643391,701282,2026
26-902002,1/21/2026,January 2026,1/20/2026,2200,6200 BLOCK OF SE RAMONA ST,Mt Scott-Arleta,3,Property,Burglary,Property,Burglary,Burglary,1,45.480896622,-122.599167413,7663750,668416,2026
26-902003,1/20/2026,January 2026,1/19/2026,1000,5800 BLOCK OF SE 122ND AVE,Powellhurst-Gilbert,1,Property,Burglary,Property,Burglary,Burglary,1,45.480289922,-122.537348533,7679595,667789,2026
26-902004,1/18/2026,January 2026,1/17/2026,2000,900 BLOCK OF NE GRAND AVE,Lloyd,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.529689052,-122.660601893,7648474,686615,2026
26-902005,1/23/2026,January 2026,1/21/2026,1812,1000 BLOCK OF W BURNSIDE ST,Pearl,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.523019926,-122.681475726,7643061,684328,2026
26-902006,1/23/2026,January 2026,1/21/2026,1400,10800 BLOCK OF SE POWELL BLVD,Powellhurst-Gilbert,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.496293938,-122.551947078,7676000,673717,2026
26-902007,1/23/2026,January 2026,1/22/2026,2100,700 BLOCK OF NW 19TH AVE,Northwest,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.528154694,-122.690491032,7640802,686262,2026
26-902008,1/23/2026,January 2026,1/22/2026,1900,9400 BLOCK OF NE CASCADES PKWY,Other,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.575903827,-122.565722382,7673211,702824,2026
26-902009,1/23/2026,January 2026,1/20/2026,1440,2200 BLOCK OF NW GLISAN ST,Northwest,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.526287544,-122.697464593,7638997,685630,2026
26-902011,1/23/2026,January 2026,12/1/2025,1115,4500 BLOCK OF SE BROOKLYN ST,Richmond,3,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,45.501193327,-122.615948962,7659641,675926,2026
26-902012,1/23/2026,January 2026,1/21/2026,1730,UNKNOWN ADDRESS,,,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,,,,,2026
26-902013,1/22/2026,January 2026,1/21/2026,1610,16000 BLOCK OF SE DIVISION ST,Centennial,1,Property,Burglary,Property,Burglary,Burglary,1,45.504576471,-122.497802324,7689954,676388,2026
26-902015,1/23/2026,January 2026,1/22/2026,1214,6300 BLOCK OF N LOMBARD ST,University Park,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.585250451,-122.731727881,7630813,707361,2026
26-902016,1/22/2026,January 2026,1/22/2026,1430,3000 BLOCK OF NE 33RD AVE,Alameda,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.544960422,-122.630750786,7656268,691978,2026
26-902017,1/22/2026,January 2026,1/20/2026,2200,10300 BLOCK OF NE FREMONT ST,Parkrose,1,Property,Burglary,Property,Burglary,Burglary,1,45.548147281,-122.556242764,7675380,692645,2026
26-902018,1/22/2026,January 2026,1/21/2026,2335,9200 BLOCK OF E BURNSIDE ST,Montavilla,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.522750343,-122.568464315,7672013,683468,2026
26-902021,1/22/2026,January 2026,11/29/2025,900,8300 BLOCK OF SW 3RD AVE,South Burlingame,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.464364090,-122.681388428,7642506,662949,2026
26-902022,1/22/2026,January 2026,1/22/2026,1837,700 BLOCK OF N EMERSON ST,Humboldt,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.561111107,-122.674472561,7645229,698163,2026
26-902023,1/23/2026,January 2026,1/23/2026,500,1200 BLOCK OF NW OVERTON ST,Pearl,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.532240389,-122.683984932,7642509,687706,2026
26-902024,1/22/2026,January 2026,1/20/2026,1345,8600 BLOCK OF SW 30TH AVE,Multnomah,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.462187980,-122.707810179,7635708,662340,2026
26-902025,1/22/2026,January 2026,1/22/2026,2030,NW DAVIS ST / NW 14TH AVE,Pearl,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.524332139,-122.685191279,7642122,684832,2026
26-902026,1/22/2026,January 2026,1/21/2026,1800,1000 BLOCK OF NE MULTNOMAH ST,Lloyd,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.531447325,-122.655070923,7649908,687218,2026
26-902028,1/22/2026,January 2026,6/30/2025,1515,12800 BLOCK OF SE STARK ST,Hazelwood,1,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.519105780,-122.531310504,7681499,681898,2026
26-902029,1/21/2026,January 2026,1/21/2026,1700,1600 BLOCK OF NE 41ST AVE,Hollywood,2,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.534793249,-122.621222371,7658611,688208,2026
26-902030,1/20/2026,January 2026,1/17/2026,1720,0 BLOCK OF N CENTER COURT ST,Lloyd,2,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.532573192,-122.667711130,7646681,687715,2026
26-902031,1/22/2026,January 2026,1/22/2026,1610,900 BLOCK OF NW IRVING ST,Pearl,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.527927951,-122.680774323,7643289,686112,2026
26-902032,1/22/2026,January 2026,12/27/2025,800,5000 BLOCK OF N WILLIAMS AVE,Humboldt,2,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.559452851,-122.666828182,7647170,697506,2026
26-902033,1/21/2026,January 2026,1/9/2026,1326,4200 BLOCK OF N INTERSTATE AVE,Overlook,2,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.554273454,-122.681595437,7643338,695720,2026
26-902034,1/18/2026,January 2026,11/1/2025,2000,2000 BLOCK OF NW FLANDERS ST,Northwest,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.525649473,-122.693380425,7640037,685369,2026
26-902036,1/25/2026,January 2026,1/23/2026,2141,6300 BLOCK OF N LOMBARD ST,University Park,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.585250451,-122.731727881,7630813,707361,2026
26-902037,1/25/2026,January 2026,1/18/2026,1325,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
26-902038,1/25/2026,January 2026,1/23/2026,1923,6300 BLOCK OF N LOMBARD ST,University Park,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.585250451,-122.731727881,7630813,707361,2026
26-902039,1/24/2026,January 2026,1/24/2026,1357,3200 BLOCK OF NE BROADWAY,Sullivan's Gulch,2,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.535116029,-122.631950638,7655866,688398,2026
26-902041,1/25/2026,January 2026,1/23/2026,1920,900 BLOCK OF N HAYDEN ISLAND DR,Hayden Island,2,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.612018035,-122.676261111,7645271,716730,2026
26-902047,1/25/2026,January 2026,1/25/2026,835,N LARRABEE AVE / N HANCOCK ST,Eliot,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.535427874,-122.673309136,7645275,688794,2026
26-902048,1/24/2026,January 2026,1/22/2026,1733,3200 BLOCK OF NE BROADWAY,Sullivan's Gulch,2,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.535116029,-122.631950638,7655866,688398,2026
26-902049,1/25/2026,January 2026,1/25/2026,125,900 BLOCK OF SE 12TH AVE,Buckman West,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.516132967,-122.653716997,7650106,681627,2026
26-902050,1/24/2026,January 2026,1/24/2026,1417,1900 BLOCK OF N KILPATRICK ST,Kenton,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.582346519,-122.686355855,7642396,705985,2026
26-902052,1/24/2026,January 2026,1/17/2026,1444,6300 BLOCK OF N LOMBARD ST,University Park,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.585250451,-122.731727881,7630813,707361,2026
26-902053,1/25/2026,January 2026,1/24/2026,2330,5700 BLOCK OF NE 33RD AVE,Concordia,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.564267337,-122.630593128,7656494,699014,2026
26-902055,1/25/2026,January 2026,1/25/2026,130,1700 BLOCK OF NE MULTNOMAH ST,Sullivan's Gulch,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.531409016,-122.648031139,7651711,687156,2026
26-902056,1/24/2026,January 2026,1/16/2026,1735,400 BLOCK OF SE CARUTHERS ST,Hosford-Abernethy,3,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.505919609,-122.661828108,7647928,677960,2026
26-902057,1/25/2026,January 2026,1/23/2026,635,8500 BLOCK OF SE 82ND AVE,Lents,1,Property,Other Property Offenses,Property,Counterfeiting/Forgery,Counterfeiting/Forgery,1,45.461759399,-122.578986077,7668745,661307,2026
26-902059,1/24/2026,January 2026,1/24/2026,1424,1100 BLOCK OF N HAYDEN MEADOWS DR,East Columbia,2,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,45.592992068,-122.679110616,7644355,709815,2026
26-902060,1/24/2026,January 2026,1/20/2026,1930,6600 BLOCK OF NE GLISAN ST,North Tabor,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.526515271,-122.594776690,7665307,685014,2026
26-902062,1/25/2026,January 2026,1/21/2026,1521,4000 BLOCK OF SE HAWTHORNE BLVD,Richmond,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.511997950,-122.620698701,7658527,679896,2026
26-902063,1/25/2026,January 2026,1/25/2026,806,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
26-902066,1/24/2026,January 2026,1/23/2026,2145,5300 BLOCK OF NE 33RD AVE,Concordia,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.561411214,-122.630595238,7656466,697973,2026
26-902067,1/24/2026,January 2026,1/24/2026,1713,9200 BLOCK OF SE WOODSTOCK BLVD,Lents,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.478941237,-122.568129276,7671690,667498,2026
26-902069,1/24/2026,January 2026,1/22/2026,736,1200 BLOCK OF SE TACOMA ST,Sellwood-Moreland,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.464279019,-122.653491087,7649660,662726,2026
26-902070,1/24/2026,January 2026,1/23/2026,1807,3400 BLOCK OF N WILLIAMS AVE,Eliot,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.547860108,-122.666729191,7647082,693280,2026
26-902072,1/24/2026,January 2026,1/22/2026,1313,1900 BLOCK OF SE DIVISION ST,Hosford-Abernethy,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.504779883,-122.645791043,7652027,677435,2026
26-902074,1/24/2026,January 2026,1/23/2026,1625,4000 BLOCK OF SE HAWTHORNE BLVD,Richmond,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.511997950,-122.620698701,7658527,679896,2026
26-902075,1/24/2026,January 2026,1/23/2026,1538,4000 BLOCK OF SE HAWTHORNE BLVD,Richmond,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.511997950,-122.620698701,7658527,679896,2026
26-902076,1/24/2026,January 2026,1/23/2026,2134,1200 BLOCK OF SE TACOMA ST,Sellwood-Moreland,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.464279019,-122.653491087,7649660,662726,2026
26-902077,1/24/2026,January 2026,1/24/2026,1400,3500 BLOCK OF SW FAIRVIEW BLVD,Arlington Heights,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.518235580,-122.715711002,7634242,682823,2026
26-902078,1/25/2026,January 2026,1/21/2026,1740,9400 BLOCK OF N OSWEGO AVE,St Johns,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.595360241,-122.746281260,7627191,711149,2026
26-902079,1/24/2026,January 2026,1/23/2026,1746,7900 BLOCK OF SE ASPEN SUMMIT DR,Lents,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.465671748,-122.563022160,7672876,662628,2026
26-902080,1/24/2026,January 2026,1/23/2026,2045,14000 BLOCK OF NE SANDY BLVD,Argay,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.554006521,-122.519614464,7684814,694544,2026
26-902081,1/24/2026,January 2026,1/23/2026,1800,600 BLOCK OF SW OAK ST,Downtown,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.521837929,-122.677687282,7644020,683871,2026
26-902082,1/24/2026,January 2026,1/24/2026,1052,3400 BLOCK OF N WILLIAMS AVE,Eliot,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.547860108,-122.666729191,7647082,693280,2026
26-902083,1/24/2026,January 2026,1/24/2026,504,500 BLOCK OF SE 162ND AVE,Centennial,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.518837697,-122.496516669,7690412,681578,2026
26-902084,1/24/2026,January 2026,1/24/2026,200,2200 BLOCK OF SW 1ST AVE,Downtown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.506782372,-122.678752746,7643599,678391,2026
26-902086,1/24/2026,January 2026,1/24/2026,1530,6100 BLOCK OF NW SALTZMAN RD,Linnton,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.564482375,-122.750230358,7625867,699923,2026
26-902087,1/24/2026,January 2026,1/24/2026,1136,300 BLOCK OF NE HOLLADAY ST,Lloyd,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.530101118,-122.662179015,7648074,686776,2026
26-902088,1/25/2026,January 2026,1/12/2026,0,7800 BLOCK OF N MISSOURI AVE,Piedmont,2,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,45.580337070,-122.678026636,7644508,705195,2026
26-902090,1/24/2026,January 2026,1/17/2026,1510,300 BLOCK OF SW 5TH AVE,Downtown,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.521121536,-122.676254725,7644380,683600,2026
26-902091,1/24/2026,January 2026,1/23/2026,1500,NE GARFIELD AVE / NE BRYANT ST,Piedmont,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.573271405,-122.662367324,7648447,702512,2026
26-902092,1/24/2026,January 2026,1/24/2026,1100,600 BLOCK OF SW OAK ST,Downtown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.521837929,-122.677687282,7644020,683871,2026
