registry_number,business_name,entity_type,registry_date,nonprofit_type,address_type,address,address_continued,city,state,zip_code
245221098,HAIRCUTS FOR HOUNDS,DOMESTIC NONPROFIT CORPORATION,2025-08-11,PUBLIC BENEFIT,MAILING ADDRESS,5020 NE M L KING JR BLVD,,PORTLAND,OR,97211
245241393,UNIFIED NEW EARTH SANCTUARIES,DOMESTIC NONPROFIT CORPORATION,2025-08-11,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,2321 ASHLAND STREET UNIT 101,,ASHLAND,OR,97520
245241492,MINISTERIOS MAHANAIM,DOMESTIC NONPROFIT CORPORATION,2025-08-11,RELIGIOUS,MAILING ADDRESS,3355 CORALY AVENUE,,EUGENE,OR,97402
245254792,WHILE I'M HERE,DOMESTIC NONPROFIT CORPORATION,2025-08-11,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,426 SE 167TH AVE,,PORTLAND,OR,97233
242230696,OREGON DISABILITY EQUITY INCORPORATED (INC.),DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT,MAILING ADDRESS,143 SE PIPER DR,,BEND,OR,97702
245273792,ANTHOLOGY PRODUCTIONS PORTLAND,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,3450 SW DOSCHVIEW CT,,PORTLAND,OR,97239
245275391,THEOSIS PROJECT,DOMESTIC NONPROFIT CORPORATION,2025-08-12,RELIGIOUS,MAILING ADDRESS,1119 SW COURTNEY LAINE DR,,MCMINNVILLE,OR,97128
245276191,FOREST CO2 PUBLIC BENEFIT CORPORATION,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT,MAILING ADDRESS,83834 SHER KHAN RD,,CRESWELL,OR,97426
245294095,SANDY CERT,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,39945 MITCHELL CT,,SANDY,OR,97055
245300991,HUMMINGBIRD HEARTH,DOMESTIC NONPROFIT CORPORATION,2025-08-12,RELIGIOUS,MAILING ADDRESS,100 EAGLE MILL RD,,ASHLAND,OR,97520
245309190,BRIGGS TIGER CLUB PTO,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,2355 YOLANDA AVE,,SPRINGFIELD,OR,97477
245310396,THIRTY-EIGHT GRANT PARK CONDOMINIUM ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2025-08-12,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,1220 NW LOVEJOY ST STE 130,,PORTLAND,OR,97209
245312293,POPULATION HEALTH INSTITUTE,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT,MAILING ADDRESS,5036 SW HILLTOP LN,,PORTLAND,OR,97221
245321997,SOUTHERN OREGON ASIAN CULTURE AWARENESS,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT,MAILING ADDRESS,3691 CAMINA DRIVE,,MEDFORD,OR,97504
245324090,7TH CORPS COSPLAY COMMUNITY,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT,MAILING ADDRESS,11402 NE CONIFER DR,,VANCOUVER,WA,98662
245338298,HENNACY INSTITUTE,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT,MAILING ADDRESS,245 VALLEY VIEW DRIVE,,MEDFORD,OR,97504
245345996,ONE COMMUNITY HEALTH FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT,MAILING ADDRESS,5441 S MACADAM AVE,,PORTLAND,OR,97239
245348297,SERRES FARMS HOMEOWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2025-08-12,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 6597,,BEAVERTON,OR,97007
245349899,UNITY HOMES INC.,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT,MAILING ADDRESS,307 E PARK ST,,ENTERPRISE,OR,97828
245369996,GRACE HOMESCHOOL COMMUNITY,DOMESTIC NONPROFIT CORPORATION,2025-08-12,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 5047,,SALEM,OR,97304
245178694,"RIORDAN CLINIC, INC.",DOMESTIC NONPROFIT CORPORATION,2025-08-13,PUBLIC BENEFIT,MAILING ADDRESS,3100 N HILLSIDE ST,,WICHITA,KS,67219
245376793,BLUSTARRCOLLECTIVE,DOMESTIC NONPROFIT CORPORATION,2025-08-13,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,138 WARREN RD,,SELMA,OR,97538
245378898,THE HOUSE OF JESUS TRUTH SEEKING FELLOWSHIP,DOMESTIC NONPROFIT CORPORATION,2025-08-13,RELIGIOUS,MAILING ADDRESS,4020 AUBURN AVE,,BAKER CITY,OR,97814
245380894,FAMILY PROGRESS NETWORK,DOMESTIC NONPROFIT CORPORATION,2025-08-13,PUBLIC BENEFIT,MAILING ADDRESS,923 SE 181ST AVE,,PORTLAND,OR,97233
245387097,MOVE WELL,DOMESTIC NONPROFIT CORPORATION,2025-08-13,PUBLIC BENEFIT,MAILING ADDRESS,13203 SE 172ND AVE STE 166 PMB 1008,,HAPPY VALLEY,OR,97086
245390299,BLUE JAY SOARING,DOMESTIC NONPROFIT CORPORATION,2025-08-13,PUBLIC BENEFIT,MAILING ADDRESS,2345 ASHLAND ST,,ASHLAND,OR,97520
245409297,SAVE OREGON'S LOCAL ECONOMY,DOMESTIC NONPROFIT CORPORATION,2025-08-13,PUBLIC BENEFIT,MAILING ADDRESS,2350 KERNER BLVD STE 250,,SAN RAFAEL,CA,94901
245421193,DYNASTY ELITE INC.,DOMESTIC NONPROFIT CORPORATION,2025-08-13,PUBLIC BENEFIT,MAILING ADDRESS,714 SE 148TH AVE,,PORTLAND,OR,97233
245425491,SUNNYSIDE FOURSQUARE,DOMESTIC NONPROFIT CORPORATION,2025-08-13,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,13231 SE SUNNYSIDE RD,,HAPPY VALLEY,OR,97015
244739793,BANGLADESH CHRISTIAN SCHOOL SPONSORSHIP OF AMERICA (BCSSOFAMERICA).,FOREIGN NONPROFIT CORPORATION,2025-08-14,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 1090,,MILTON-FREEWATER,OR,97862
244892196,TENACITY HEALTH AND HEALING COLLECTIVE,DOMESTIC NONPROFIT CORPORATION,2025-08-14,PUBLIC BENEFIT,MAILING ADDRESS,254 SW ROGUE RIVER AVE,,GRANTS PASS,OR,97526
245295894,GALLERY 5,DOMESTIC NONPROFIT CORPORATION,2025-08-14,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,1510 SW ALDER ST APT 2007,,PORTLAND,OR,97205
245382098,OPEN DOOR HOUSE OF PRAYER MINISTRIES OF OREGON,DOMESTIC NONPROFIT CORPORATION,2025-08-14,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,994 NE DEKUM ST,,PORTLAND,OR,97211
245425590,ECLORE INSTITUTE,DOMESTIC NONPROFIT CORPORATION,2025-08-14,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 19353,,PORTLAND,OR,97219
245217997,THE CROW'S NEST OF OREGON,DOMESTIC NONPROFIT CORPORATION,2025-08-15,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,5711 SE INSLEY ST,,PORTLAND,OR,97206
245417092,VETERANS OF FOREIGN WARS DISTRICT 8 OREGON,DOMESTIC NONPROFIT CORPORATION,2025-08-15,PUBLIC BENEFIT,MAILING ADDRESS,71640 SW VALLEY VIEW DR,,PENDLETON,OR,97801
245421995,"CONTRIBUTIONISM, INCORPORATED",DOMESTIC NONPROFIT CORPORATION,2025-08-15,PUBLIC BENEFIT,MAILING ADDRESS,6329 SE 67TH AVE,,PORTLAND,OR,97206
245483797,DANCE WEST BOOSTER CLUB,DOMESTIC NONPROFIT CORPORATION,2025-08-15,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,1718 SW 172ND TER,,BEAVERTON,OR,97003
245484399,TILLAMOOK FOOTBALL FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2025-08-15,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,2520 6TH ST,,TILLAMOOK,OR,97141
245495197,CASCADE UNDERGROUND PINBALL SOCIETY,DOMESTIC NONPROFIT CORPORATION,2025-08-15,PUBLIC BENEFIT,MAILING ADDRESS,655 W 24TH PL,,EUGENE,OR,97405
245539499,HERMISTON TEEN LIFE,DOMESTIC NONPROFIT CORPORATION,2025-08-15,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,31118 FOLLETT LANE,,HERMISTON,OR,97838
245514591,HEADIN4THEHEALER,DOMESTIC NONPROFIT CORPORATION,2025-08-18,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,5051 S RD J,,VALE,OR,97918
245519996,2ND CHANCE HOUSING INITIATIVE INC.,DOMESTIC NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT,MAILING ADDRESS,1072 MAIN ST APT 309,,SPRINGFIELD,OR,97477
245535992,ASSOCIATION OF UNIT OWNERS OF THE BLUFFS,DOMESTIC NONPROFIT CORPORATION,2025-08-18,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,900 SW 5TH AVE STE 2500,,PORTLAND,OR,97204
245563093,OREGON STREET HOCKEY ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 133,,CORVALLIS,OR,97339
245574496,"TUALATIN CHAPTER, NATIONAL SOCIETY DAUGHTERS OF THE AMERICAN REVOLUTION",DOMESTIC NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,15875 BOONES FERRY RD,SUITE 2125,LAKE OSWEGO,OR,97035
245575790,CJS COMMUNITY HUB.,DOMESTIC NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,23525 MOCCASIN LN,,CHILOQUIN,OR,97624
245578794,VEHALD,DOMESTIC NONPROFIT CORPORATION,2025-08-18,RELIGIOUS,MAILING ADDRESS,25378 SIUSLAW RD,,LORANE,OR,97451
245583893,UNION OREGON WRESTLING CLUB,DOMESTIC NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,710 W ARCH ST,,UNION,OR,97883
245584099,GLOBAL LEADERS OF TOMORROW,DOMESTIC NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT,MAILING ADDRESS,319 SE 58TH CT,,HILLSBORO,OR,97123
245593793,BARLEY AND BIRDIE'S LIBRARY,DOMESTIC NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT,MAILING ADDRESS,13924 SE 153RD DR,,CLACKAMAS,OR,97015
245594791,BEING THE HERO,DOMESTIC NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,11480 SW 91ST AVE,,TIGARD,OR,97223
245610399,TOUBA PORTLAND,DOMESTIC NONPROFIT CORPORATION,2025-08-18,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,1305 SE JETTY AVE APT 1A,,WARRENTON,OR,97146
245623392,"SCHOOL FOR FIELD STUDIES, INC.",FOREIGN NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT,MAILING ADDRESS,5441 S MACADAM AVE STE N,,PORTLAND,OR,97239
245642095,OREGON EMS CONFERENCE,DOMESTIC NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 392,,SILETZ,OR,97380
245645999,"KENNEDY CONDOMINIUMS UNIT OWNERS ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,2025-08-18,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,9600 NE CASCADES PKWY STE 300,,PORTLAND,OR,97220
245646898,WASHINGTON LADYHAWKS FASTPITCH ORGANIZATION,FOREIGN NONPROFIT CORPORATION,2025-08-18,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,13422 115TH AVE E,,PUYALLUP,WA,98374
245228390,THE NONPROFIT COLLABORATORY,DOMESTIC NONPROFIT CORPORATION,2025-08-19,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,2923 NW TELSHIRE TER,,BEAVERTON,OR,97006
245529896,ALL 4 STRENGTH,DOMESTIC NONPROFIT CORPORATION,2025-08-19,PUBLIC BENEFIT,MAILING ADDRESS,6325 SE 17TH AVE UNIT B,,PORTLAND,OR,97202
245575592,UNMUTED,DOMESTIC NONPROFIT CORPORATION,2025-08-19,MUTUAL BENEFIT,MAILING ADDRESS,17024 SE NAEGELI DR APT 1,,PORTLAND,OR,97236
245623095,KLAMATH COUNTY FIRE PREVENTION COOP,DOMESTIC NONPROFIT CORPORATION,2025-08-19,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,201 S 1ST AVE,,CHILOQUIN,OR,97624
245630595,MYWAY MSK OREGON NP,DOMESTIC NONPROFIT CORPORATION,2025-08-19,PUBLIC BENEFIT,MAILING ADDRESS,3445 WILLAMETTE DR N,,KEIZER,OR,97303
245637194,CHROA2,DOMESTIC NONPROFIT CORPORATION,2025-08-19,MUTUAL BENEFIT,MAILING ADDRESS,PO BOX 628,,LAKESIDE,OR,97449
245647896,COLLECTIVE DREAM PROJECT FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2025-08-19,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,1221 SW 11TH AVE STE 512,,PORTLAND,OR,97205
245656293,BAYS EDGE TOWNHOMES HOA,DOMESTIC NONPROFIT CORPORATION,2025-08-19,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,463 N V STREET,,WASHOUGAL,WA,98671
245661699,PEARL THEATRE COMPANY,DOMESTIC NONPROFIT CORPORATION,2025-08-19,PUBLIC BENEFIT,MAILING ADDRESS,12485 SW FAIRFIELD PL,,BEAVERTON,OR,97005
245677299,KEEPERS,DOMESTIC NONPROFIT CORPORATION,2025-08-19,PUBLIC BENEFIT,MAILING ADDRESS,238 SE 83RD AVE,,PORTLAND,OR,97216
245679998,LATINOS UNIDOS OREGON,DOMESTIC NONPROFIT CORPORATION,2025-08-19,PUBLIC BENEFIT,MAILING ADDRESS,236 SE D ST,,MADRAS,OR,97741
245682695,BUSINESSES FOR COMMUNITY,DOMESTIC NONPROFIT CORPORATION,2025-08-19,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,693 CHEMEKETA ST NE,,SALEM,OR,97301
245684394,NORTH MARION MOMENTUM SOFTBALL CLUB,DOMESTIC NONPROFIT CORPORATION,2025-08-19,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 263,,HUBBARD,OR,97032
244402996,SEASIDE EDUCATION FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT,MAILING ADDRESS,2600 SPRUCE DRIVE SUITE 100,,SEASIDE,OR,97138
244816898,MAJOR CONNECTIONS INCORPORATED,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT,MAILING ADDRESS,7116 VERDA VISTA PL,,KLAMATH FALLS,OR,97603
245290895,CLACKAMAS HS VOLLEYBALL,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT,MAILING ADDRESS,14134 SE WARBLER PL,,HAPPY VALLEY,OR,97086
245555297,ABOUT THAT,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT,MAILING ADDRESS,790 PARK AVE,,EUGENE,OR,97404
245692090,WILSON COMMUNITY DEVELOPMENT CORPORATION,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT,MAILING ADDRESS,5441 S MACADAM AVE STE R,,PORTLAND,OR,97239
245706593,ST. HELENS WITCH DANCE,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT,MAILING ADDRESS,590 SEAL RD,,SAINT HELENS,OR,97051
245707591,PVFC,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT,MAILING ADDRESS,18924 S FOREST GROVE LOOP,,OREGON CITY,OR,97045
245717897,TWENTY-SIXTH AVENUE COMMONS CONDOMINIUM OWNERS',DOMESTIC NONPROFIT CORPORATION,2025-08-20,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,515 HALELA ST,,KAILUA,HI,96734
245735394,JJNC SPORTS FOUNDATION INC.,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT,MAILING ADDRESS,5020 NE M L KING JR BLVD,,PORTLAND,OR,97211
245737796,HONORTHEMPDX,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,27440 SW VANDERSCHUERE RD,,HILLSBORO,OR,97123
245739990,HAYESVILLE PTC,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,4790 BREITENBUSH AVE NE,,SALEM,OR,97301
245743893,CHAMPAGNE ESTATES HOA,DOMESTIC NONPROFIT CORPORATION,2025-08-20,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,1404 KELLENBECK AVE,,GRANTS PASS,OR,97527
245744495,FRIENDS OF NEWBERG SKATEPARK,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,7162 NW ELISE AVE,,PORTLAND,OR,97229
245750294,NINE-ALBERTA CONDOMINIUM OWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2025-08-20,MUTUAL BENEFIT,MAILING ADDRESS,4614 N COMMERCIAL AVE,,PORTLAND,OR,97217
245752191,WOLSBORN FARMS WATER DIST,DOMESTIC NONPROFIT CORPORATION,2025-08-20,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,25897 SW WOLSBORN AVE,,HILLSBORO,OR,97123
245763693,LITTLE EXPLORERS ADVENTURE PRESCHOOL OF MEDFORD,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT,MAILING ADDRESS,2722 SPRINGBROOK RD,,MEDFORD,OR,97504
245766399,GREATER SHARE,DOMESTIC NONPROFIT CORPORATION,2025-08-20,PUBLIC BENEFIT,MAILING ADDRESS,4500 REDWOOD VISTA LN,,GRANTS PASS,OR,97527
245298294,LIFE DISCIPLESHIP TRAINING CENTER,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 1556,,EUGENE,OR,97440
245720495,JUNCTION CITY DISTANCE PROJECT,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT,MAILING ADDRESS,94095 RIVER RD,,JUNCTION CITY,OR,97448
245739297,FOUR RIVERS REAL ESTATE GROUP,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,FOUR RIVERS REAL ESTATE GROUP,1545 S MAIN ST,PAYETTE,ID,83661
245762398,THE PROOF PROJECT,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT,MAILING ADDRESS,25 NW 23RD PL STE 6 PMB 120,,PORTLAND,OR,97210
245790795,THE EARLY BLOOM FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT,MAILING ADDRESS,3148 N NW TELSHIRE TER,,BEAVERTON,OR,97006
245793195,GRESHAM INFERNOS ATHLETICS,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,1133 NW 1ST STREET,,GRESHAM,OR,97030
245816095,THE WILD ROOTS COLLECTIVE,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT,MAILING ADDRESS,741 W MAIN ST,,SILVERTON,OR,97381
245818091,GOLDEN EAGLE PARTNERSHIP,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT,MAILING ADDRESS,2278 E BUCKHORN BEND,,KINGMAN,AZ,86409
245822697,EVERGREEN ARTISTIC SWIMMING,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT,MAILING ADDRESS,10345 SW CROW WAY,,TUALATIN,OR,97062
245829494,PHSFC INC,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT,MAILING ADDRESS,12707 NE HALSEY ST,,PORTLAND,OR,97230
245842992,FRIEND COMMUNITY CLUB,DOMESTIC NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,61515 OLD FRIEND RD,,FRIEND,OR,97021
245846290,"GREEN SCHOOLS NATIONAL NETWORK, INC.",FOREIGN NONPROFIT CORPORATION,2025-08-21,PUBLIC BENEFIT,MAILING ADDRESS,3083 BUCHMAYER BND NE,,IOWA CITY,IA,52240
244821393,EBENEZER MISSIONS,DOMESTIC NONPROFIT CORPORATION,2025-08-22,RELIGIOUS,MAILING ADDRESS,4335 SE MONROE ST,,MILWAUKIE,OR,97222
245880596,LEGENDS ATHLETICS,DOMESTIC NONPROFIT CORPORATION,2025-08-22,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,15650 NE EILERS RD,,AURORA,OR,97002
245884499,THE EGO PROJECT FOUNDATION CO.,DOMESTIC NONPROFIT CORPORATION,2025-08-22,PUBLIC BENEFIT,MAILING ADDRESS,18026 CARLSON AVE,,SANDY,OR,97055
245901491,TWENTY-ONE TWENTY-ONE BELMONT CONDOMINIUM OWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2025-08-22,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,2121 SE BELMONT STREET,,PORTLAND,OR,97214
244608790,"FLORECER COMMUNITY, INC.",DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,11902 SW 60TH AVE,,PORTLAND,OR,97219
245207097,TAKEN ANOTHER PATH,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,17607 SE PINE ST,,PORTLAND,OR,97233
245769997,ROGUE CREATIVE COLLECTIVE,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 286,,GRANTS PASS,OR,97528
245843396,HISPANIC LEARNING AND RESOURCE CENTER,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,POBOX 615,,MEDFORD,OR,97501
245884796,COMMUNITY CONTENDERS NW,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,436 W MAPLE ST,,LEBANON,OR,97355
245904297,BEARFOOT SANCTUARY,DOMESTIC NONPROFIT CORPORATION,2025-08-25,RELIGIOUS,MAILING ADDRESS,848 FOX ST,,ASHLAND,OR,97520
245910393,BIG STONE FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,4742 LIBERTY RD S PMB 2023,,SALEM,OR,97302
245912894,STAYING SACRED,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,11640 SW BOONES FERRY RD,NONE,PORTLAND,OR,97219
245919097,SMILES FOR PEACE,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,5441 S MACADAM AVE,STE R,PORTLAND,OR,97239
245923198,FRIENDS OF PIONEER PLACE,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,1060 D STREET W,,VALE,OR,97918
245923693,HIGH DEFINITION LEMON,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,4445 DOUGLAS AVENUE,,KLAMATH FALLS,OR,97601
245939392,ODD MOM COMMUNITY WORKS,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,345 FORD ST,,RICKREALL,OR,97371
245941398,THE CHURCH OF POSITIVE ENERGY,DOMESTIC NONPROFIT CORPORATION,2025-08-25,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,317 S STAGE RD,,MEDFORD,OR,97501
245955497,CRATER LAKE ACADEMY ENTERPRISES,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 947,,EAGLE POINT,OR,97524
245957592,CLACKAMAS BASKETBALL,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,12177 SE GREINER LN,,HAPPY VALLEY,OR,97086
245963293,SLOW ROLLERS INC.,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,4490 HOLLAND LOOP RD,,CAVE JUNCTION,OR,97523
245983390,RUNNING WITH THE PACK INC.,DOMESTIC NONPROFIT CORPORATION,2025-08-25,PUBLIC BENEFIT,MAILING ADDRESS,3018 SW RIVER VIEW DR,,PENDLETON,OR,97801
244807392,RIPE FOR HARVEST WORLD OUTREACH,FOREIGN NONPROFIT CORPORATION,2025-08-26,RELIGIOUS,MAILING ADDRESS,209 E LIBERTY DR,,WHEATON,IL,60187
244901997,THE CUTTING EDGE COMMUNITY FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2025-08-26,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 22192,,MILWAUKIE,OR,97269
245985692,SOJ EMS LTD,DOMESTIC NONPROFIT CORPORATION,2025-08-26,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,692 VANSANT ST,,ASHLAND,OR,97520
245997390,HYLINE COMMUNITY CLUB,DOMESTIC NONPROFIT CORPORATION,2025-08-26,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,5136 KIMBALL RD,,ONTARIO,OR,97914
245998695,R.A.P. MINISTRIES INC.,DOMESTIC NONPROFIT CORPORATION,2025-08-26,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,4329 NE 38TH AVE,,PORTLAND,OR,97211
246008890,EAGLE POINT & UPPER ROGUE CHAMBER FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2025-08-26,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 947,,EAGLE POINT,OR,97524
246012991,INTERNATIONAL GOLD VENTURES INC,DOMESTIC NONPROFIT CORPORATION,2025-08-26,MUTUAL BENEFIT,MAILING ADDRESS,1400 NE 2ND AVE #621,,PORTLAND,OR,97232
246016695,DITCHVOTEBYMAIL,DOMESTIC NONPROFIT CORPORATION,2025-08-26,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,7427 SW COHO CT STE 200,,TUALATIN,OR,97062
246021299,CURTAIN CALL COLLECTIVE,DOMESTIC NONPROFIT CORPORATION,2025-08-26,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,120 E 6TH ST,,MEDFORD,OR,97501
237119797,ROUGH SHOT,DOMESTIC NONPROFIT CORPORATION,2025-08-27,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,83026 SCOTT LANE,,CRESWELL,OR,97426
244368494,THE ANCHOR HOUSE PROJECT,DOMESTIC NONPROFIT CORPORATION,2025-08-27,PUBLIC BENEFIT,MAILING ADDRESS,3102 NE 103RD PLACE APT 2,,PORTLAND,OR,97220
